vehicle_reg_No,MYT_TIMESTAMP,longitude,latitude
WA9451M,2023-09-07T06:03:04,101.705658,2.75205
WA9451M,2023-09-07T06:03:35,101.705833,2.75202
WA9451M,2023-09-07T06:07:05,101.706009,2.75225
WA9451M,2023-09-07T06:07:34,101.706169,2.7523
WA9451M,2023-09-07T06:08:34,101.706009,2.75232
WA9451M,2023-09-07T06:09:34,101.705498,2.75173
WA9451M,2023-09-07T06:10:04,101.705498,2.75192
WA9451M,2023-09-07T06:10:34,101.705498,2.75188
WA9451M,2023-09-07T06:11:04,101.705658,2.75182
WA9451M,2023-09-07T06:11:34,101.705658,2.7518
WA9451M,2023-09-07T06:12:04,101.705833,2.75172
WA9451M,2023-09-07T06:12:34,101.705833,2.75183
WA9451M,2023-09-07T06:13:04,101.705833,2.75175
WA9451M,2023-09-07T06:13:34,101.705658,2.75198
WA9451M,2023-09-07T06:14:04,101.705658,2.7522
WA9451M,2023-09-07T06:14:34,101.705658,2.75207
WA9451M,2023-09-07T06:15:04,101.705658,2.7519
WA9451M,2023-09-07T06:15:34,101.705658,2.75188
WA9451M,2023-09-07T06:16:04,101.705833,2.752
WA9451M,2023-09-07T06:16:34,101.705833,2.75203
WA9451M,2023-09-07T06:17:04,101.705833,2.75207
WA9451M,2023-09-07T06:17:34,101.705833,2.75203
WA9451M,2023-09-07T06:18:04,101.705658,2.75212
WA9451M,2023-09-07T06:18:34,101.705658,2.75217
WA9451M,2023-09-07T06:19:04,101.705833,2.75218
WA9451M,2023-09-07T06:19:34,101.705833,2.75215
WA9451M,2023-09-07T06:20:04,101.705833,2.75212
WA9451M,2023-09-07T06:20:34,101.706009,2.752
WA9451M,2023-09-07T06:21:04,101.705833,2.7521
WA9451M,2023-09-07T06:21:34,101.706009,2.75198
WA9451M,2023-09-07T06:22:04,101.706009,2.7522
WA9451M,2023-09-07T06:22:34,101.706009,2.75227
WA9451M,2023-09-07T06:23:04,101.705833,2.75232
WA9451M,2023-09-07T06:23:34,101.705833,2.75228
WA9451M,2023-09-07T06:24:04,101.706009,2.75228
WA9451M,2023-09-07T06:24:34,101.706673,2.75108
WA9451M,2023-09-07T06:25:34,101.709343,2.74693
WA9451M,2023-09-07T06:26:04,101.710503,2.74627
WA9451M,2023-09-07T06:26:34,101.711327,2.7469
WA9451M,2023-09-07T06:27:04,101.712341,2.74757
WA9451M,2023-09-07T06:27:34,101.712341,2.74857
WA9451M,2023-09-07T06:28:04,101.71283,2.74858
WA9451M,2023-09-07T06:28:34,101.71283,2.74847
WA9451M,2023-09-07T06:29:04,101.71283,2.7484
WA9451M,2023-09-07T06:29:34,101.712341,2.74755
WA9451M,2023-09-07T06:30:04,101.710999,2.74662
WA9451M,2023-09-07T06:30:34,101.710503,2.74558
WA9451M,2023-09-07T06:31:04,101.709511,2.74618
WA9451M,2023-09-07T06:31:34,101.708168,2.74813
WA9451M,2023-09-07T06:32:04,101.706673,2.75043
WA9451M,2023-09-07T06:32:34,101.705498,2.7519
WA9451M,2023-09-07T06:33:04,101.705833,2.75218
WA9451M,2023-09-07T06:33:34,101.705833,2.75222
WA9451M,2023-09-07T06:34:04,101.705658,2.7523
WA9451M,2023-09-07T06:34:34,101.705658,2.75232
WA9451M,2023-09-07T06:35:04,101.705833,2.7523
WA9451M,2023-09-07T06:35:34,101.705833,2.75228
