vehicle_reg_No,longitude,latitude
WB3150B,101.706169,2.75207
WB3150B,101.706169,2.75227
WB3150B,101.706169,2.75178
WB3150B,101.706169,2.75172
WB3150B,101.706169,2.7517
WB3150B,101.706169,2.7517
WB3150B,101.706169,2.75177
WB3150B,101.706169,2.75197
WB3150B,101.706169,2.75213
WB3150B,101.706169,2.75222
WB3150B,101.706169,2.7522
WB3150B,101.706169,2.75223
WB3150B,101.706169,2.75225
WB3150B,101.706169,2.7522
WB3150B,101.706169,2.75222
WB3150B,101.706169,2.75215
WB3150B,101.709511,2.74608
WB3150B,101.709511,2.74682
WB3150B,101.709511,2.7459
WB3150B,101.711327,2.7469
WB3150B,101.711327,2.74693
WB3150B,101.708328,2.74795
WB3150B,101.71167,2.74708
WB3150B,101.71167,2.74715
WB3150B,101.706673,2.75207
WB3150B,101.706673,2.75038
WB3150B,101.706673,2.75123
WB3150B,101.706673,2.75038
WB3150B,101.706329,2.75208
WB3150B,101.706329,2.75163
WB3150B,101.706329,2.75087
WB3150B,101.706329,2.75163
WB3150B,101.706329,2.75155
WB3150B,101.706329,2.75177
WB3150B,101.706329,2.75227
WB3150B,101.706329,2.7521
WB3150B,101.709671,2.74658
WB3150B,101.70649,2.75132
WB3150B,101.71283,2.74845
WB3150B,101.71283,2.74848
WB3150B,101.71283,2.74873
WB3150B,101.71283,2.7485
WB3150B,101.71283,2.74868
WB3150B,101.71283,2.74845
WB3150B,101.71283,2.74848
WB3150B,101.71283,2.74848
WB3150B,101.71283,2.74847
WB3150B,101.71283,2.74803
WB3150B,101.71283,2.74848
WB3150B,101.71283,2.74847
WB3150B,101.71283,2.74848
WB3150B,101.71283,2.74847
WB3150B,101.71283,2.74847
WB3150B,101.71283,2.74828
WB3150B,101.71283,2.74863
WB3150B,101.71283,2.74835
WB3150B,101.71183,2.74718
WB3150B,101.71183,2.74705
WB3150B,101.709831,2.74522
WB3150B,101.709831,2.74522
WB3150B,101.709831,2.74525
WB3150B,101.709831,2.74527
WB3150B,101.707832,2.7491
WB3642M,101.705833,2.75187
WB3642M,101.705833,2.75182
WB3642M,101.705833,2.75195
WB3642M,101.705833,2.75193
WB3642M,101.705833,2.752
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75203
WB3642M,101.705833,2.75205
WB3642M,101.705833,2.75198
WB3642M,101.705833,2.75205
WB3642M,101.705833,2.75237
WB3642M,101.705833,2.75218
WB3642M,101.705833,2.7521
WB3642M,101.705833,2.75237
WB3642M,101.705833,2.75205
WB3642M,101.705833,2.75188
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75195
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75203
WB3642M,101.705833,2.75198
WB3642M,101.705833,2.75195
WB3642M,101.705833,2.75197
WB3642M,101.705833,2.75203
WB3642M,101.705833,2.75202
WB3642M,101.705833,2.75203
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75208
WB3642M,101.705833,2.75202
WB3642M,101.705833,2.75212
WB3642M,101.705833,2.75218
WB3642M,101.705833,2.75212
WB3642M,101.705833,2.75215
WB3642M,101.705833,2.75228
WB3642M,101.705833,2.75168
WB3642M,101.705833,2.7517
WB3642M,101.705833,2.75172
WB3642M,101.705833,2.7522
WB3642M,101.705833,2.752
WB3642M,101.705833,2.75192
WB3642M,101.705833,2.75197
WB3642M,101.705833,2.75233
WB3642M,101.705833,2.75197
WB3642M,101.705833,2.75198
WB3642M,101.705833,2.75218
WB3642M,101.705833,2.75218
WB3642M,101.705833,2.7517
WB3642M,101.705833,2.75197
WB3642M,101.705177,2.75067
WB3642M,101.705177,2.75248
WB3642M,101.705177,2.7524
WB3642M,101.709991,2.7452
WB3642M,101.709991,2.74522
WB3642M,101.709991,2.74623
WB3642M,101.705498,2.75162
WB3642M,101.705498,2.75193
WB3642M,101.705498,2.75177
WB3642M,101.705498,2.75183
WB3642M,101.705498,2.75178
WB3642M,101.705498,2.75223
WB3642M,101.705498,2.75202
WB3642M,101.705498,2.7518
WB3642M,101.705498,2.75218
WB3642M,101.705498,2.75252
WB3642M,101.705498,2.75163
WB3642M,101.705498,2.7519
WB3642M,101.705498,2.75205
WB3642M,101.705498,2.75177
WB3642M,101.705498,2.7516
WB3642M,101.705498,2.7519
WB3642M,101.705498,2.75213
WB3642M,101.705498,2.75183
WB3642M,101.705498,2.75255
WB3642M,101.705498,2.75192
WB3642M,101.705498,2.75165
WB3642M,101.705498,2.75188
WB3642M,101.705498,2.75183
WB3642M,101.705498,2.7519
WB3642M,101.705498,2.75193
WB3642M,101.705498,2.75212
WB3642M,101.705498,2.75218
WB3642M,101.705498,2.7522
WB3642M,101.705498,2.75168
WB3642M,101.705498,2.75193
WB3642M,101.705498,2.75227
WB3642M,101.705498,2.75227
WB3642M,101.706841,2.75082
WB3642M,101.706841,2.75077
WB3642M,101.710999,2.74665
WB3642M,101.710999,2.7466
WB3642M,101.710999,2.74603
WB3642M,101.710999,2.74678
WB3642M,101.708839,2.74717
WB3642M,101.708839,2.74782
WB3642M,101.705658,2.7521
WB3642M,101.705658,2.752
WB3642M,101.705658,2.75202
WB3642M,101.705658,2.75205
WB3642M,101.705658,2.75175
WB3642M,101.705658,2.75173
WB3642M,101.705658,2.75168
WB3642M,101.705658,2.75163
WB3642M,101.705658,2.75188
WB3642M,101.705658,2.7519
WB3642M,101.705658,2.75185
WB3642M,101.705658,2.75223
WB3642M,101.705658,2.75198
WB3642M,101.705658,2.75195
WB3642M,101.705658,2.75197
WB3642M,101.705658,2.75213
WB3642M,101.705658,2.7521
WB3642M,101.705658,2.75283
WB3642M,101.705658,2.7519
WB3642M,101.705658,2.75188
WB3642M,101.705658,2.75147
WB3642M,101.705658,2.75227
WB3642M,101.705658,2.75162
WB3642M,101.705658,2.75237
WB3642M,101.705658,2.75207
WB3642M,101.705658,2.75218
WB3642M,101.705658,2.75177
WB3642M,101.705658,2.75198
WB3642M,101.705658,2.75192
WB3642M,101.705658,2.75203
WB3642M,101.705658,2.75217
WB3642M,101.705658,2.75252
WB3642M,101.705658,2.75222
WB3642M,101.705658,2.75217
WB3642M,101.705658,2.7527
WB3642M,101.705658,2.75203
WB3642M,101.705658,2.752
WB3642M,101.705658,2.75197
WB3642M,101.705658,2.7519
WB3642M,101.705658,2.75162
WB3642M,101.705658,2.75193
WB3642M,101.705658,2.75203
WB3642M,101.705658,2.75185
WB3642M,101.705658,2.75193
WB3642M,101.705658,2.75222
WB3642M,101.705658,2.7522
WB3642M,101.705658,2.75223
WB3642M,101.705658,2.75208
WB3642M,101.709,2.747
WB3642M,101.709,2.74752
WB3642M,101.709,2.74702
WB3642M,101.708656,2.7473
WB3642M,101.708656,2.74812
WB3642M,101.711998,2.74733
WB3642M,101.711998,2.74827
WB3642M,101.711998,2.74723
WB3642M,101.707001,2.75208
WB3642M,101.705002,2.75275
WB3642M,101.712997,2.74852
WB3642M,101.712997,2.74863
WB3642M,101.712341,2.74818
WB3642M,101.712341,2.74858
WB3642M,101.712341,2.74745
WB3642M,101.712341,2.74843
WB3642M,101.712341,2.74743
WB3642M,101.70916,2.74658
WB3642M,101.712502,2.74757
WB3642M,101.712502,2.74867
WB3642M,101.712502,2.74778
WB3642M,101.712502,2.74777
WB3642M,101.712502,2.74853
WB3642M,101.712502,2.74748
WB3642M,101.712502,2.74865
WB3642M,101.712502,2.74762
WB3642M,101.712502,2.7478
WB3642M,101.712502,2.74815
WB3642M,101.712502,2.74793
WB3642M,101.712502,2.74855
WB3642M,101.712502,2.74763
WB3642M,101.712502,2.7487
WB3642M,101.710342,2.7462
WB3642M,101.707161,2.75017
WB3642M,101.712158,2.74747
WB3642M,101.710503,2.74625
WB3642M,101.708504,2.74777
WB3642M,101.708504,2.74758
WB3642M,101.712662,2.74853
WB3642M,101.712662,2.7484
WB3642M,101.712662,2.7482
WB3642M,101.712662,2.7484
WB3642M,101.712662,2.7483
WB3642M,101.712662,2.74805
WB3642M,101.712662,2.74805
WB3642M,101.712662,2.7487
WB3642M,101.712662,2.74832
WB3642M,101.712662,2.74788
WB3642M,101.712662,2.7487
WB3642M,101.712662,2.74783
WB3642M,101.712662,2.74833
WB3642M,101.712662,2.74768
WB3642M,101.710663,2.74567
WB3642M,101.710663,2.74647
WB3642M,101.710663,2.74583
WB3642M,101.705322,2.75193
WB3642M,101.705322,2.75158
WB3642M,101.705322,2.75098
WB3642M,101.705322,2.75225
WB3642M,101.705322,2.7522
WB3642M,101.705322,2.75237
WB3642M,101.708008,2.74833
WB3642M,101.706009,2.7519
WB3642M,101.706009,2.75192
WB3642M,101.706009,2.7519
WB3642M,101.706009,2.75182
WB3642M,101.706009,2.75233
WB3642M,101.706009,2.75233
WB3642M,101.706009,2.75233
WB3642M,101.706009,2.7523
WB3642M,101.706009,2.75232
WB3642M,101.706009,2.75233
WB3642M,101.706009,2.75232
WB3642M,101.706009,2.75208
WB3642M,101.706009,2.7521
WB3642M,101.706009,2.7521
WB3642M,101.706009,2.75227
WB3642M,101.706009,2.7521
WB3642M,101.706009,2.75185
WB3642M,101.706009,2.75195
WB3642M,101.706009,2.75195
WB3642M,101.706009,2.75202
WB3642M,101.706009,2.7521
WB3642M,101.706009,2.75188
WB3642M,101.706009,2.75222
WB3642M,101.706009,2.75237
WB3642M,101.706009,2.75225
WB3642M,101.706009,2.75227
WB3642M,101.706009,2.75227
WB3642M,101.706009,2.7523
WB3642M,101.706009,2.7519
WB3642M,101.706009,2.75235
WB3642M,101.706009,2.75193
WB3642M,101.706009,2.75135
WB3642M,101.710823,2.74658
WB3642M,101.710823,2.7459
WB3642M,101.710823,2.74648
WB3642M,101.710823,2.74582
WB3642M,101.710823,2.7465
WB3642M,101.710167,2.74522
WB3642M,101.708168,2.74812
WB3642M,101.71151,2.74703
WB3642M,101.711166,2.74607
WB3642M,101.711166,2.74807
WB3642M,101.711166,2.74682
WB3642M,101.711166,2.7461
WB3642M,101.711166,2.74688
WB3642M,101.711166,2.74613
WB3642M,101.706169,2.7523
WB3642M,101.706169,2.75202
WB3642M,101.706169,2.75213
WB3642M,101.706169,2.75198
WB3642M,101.706169,2.7523
WB3642M,101.706169,2.75227
WB3642M,101.706169,2.75225
WB3642M,101.706169,2.75232
WB3642M,101.706169,2.75223
WB3642M,101.706169,2.75105
WB3642M,101.706169,2.75218
WB3642M,101.706169,2.75215
WB3642M,101.706169,2.75217
WB3642M,101.706169,2.75227
WB3642M,101.709511,2.74582
WB3642M,101.709511,2.74672
WB3642M,101.709511,2.7469
WB3642M,101.709511,2.74685
WB3642M,101.709511,2.7459
WB3642M,101.711327,2.74678
WB3642M,101.711327,2.74725
WB3642M,101.711327,2.74688
WB3642M,101.708328,2.74855
WB3642M,101.706329,2.75175
WB3642M,101.706329,2.75223
WB3642M,101.706329,2.75225
WB3642M,101.706329,2.75208
WB3642M,101.709671,2.74565
WB3642M,101.709671,2.7456
WB3642M,101.709671,2.74637
WB3642M,101.70649,2.75017
WB3642M,101.70649,2.75128
WB3642M,101.71283,2.7486
WB3642M,101.71283,2.74837
WB3642M,101.71283,2.74842
WB3642M,101.71283,2.74853
WB3642M,101.71283,2.74833
WB3642M,101.71283,2.74828
WB3642M,101.71283,2.74823
WB3642M,101.71283,2.74807
WB3642M,101.71283,2.7484
WB3642M,101.71183,2.74717
WB3642M,101.71183,2.74787
WB3642M,101.709831,2.74633
WB3642M,101.709831,2.74522
WB8743F,101.705833,2.75207
WB8743F,101.705833,2.75205
WB8743F,101.705833,2.75205
WB8743F,101.705833,2.75193
WB8743F,101.705833,2.75222
WB8743F,101.705833,2.75208
WB8743F,101.705833,2.75193
WB8743F,101.705833,2.75225
WB8743F,101.705833,2.75227
WB8743F,101.705833,2.75227
WB8743F,101.705833,2.75227
WB8743F,101.705833,2.75228
WB8743F,101.705833,2.75258
WB8743F,101.705833,2.75237
WB8743F,101.705833,2.75185
WB8743F,101.705833,2.75205
WB8743F,101.705833,2.75202
WB8743F,101.705833,2.75218
WB8743F,101.705833,2.75272
WB8743F,101.705833,2.75143
WB8743F,101.705833,2.75198
WB8743F,101.705833,2.7521
WB8743F,101.705833,2.75205
WB8743F,101.705833,2.75203
WB8743F,101.705833,2.75182
WB8743F,101.705833,2.75203
WB8743F,101.705833,2.75188
WB8743F,101.705833,2.7519
WB8743F,101.705833,2.75192
WB8743F,101.705833,2.75188
WB8743F,101.705833,2.75187
WB8743F,101.705833,2.75192
WB8743F,101.705833,2.75225
WB8743F,101.705833,2.75225
WB8743F,101.705833,2.75223
WB8743F,101.707497,2.75373
WB8743F,101.705498,2.7519
WB8743F,101.705498,2.7519
WB8743F,101.705498,2.75195
WB8743F,101.705498,2.75185
WB8743F,101.705498,2.75167
WB8743F,101.705498,2.75163
WB8743F,101.705498,2.75183
WB8743F,101.705498,2.75145
WB8743F,101.705498,2.75175
WB8743F,101.705498,2.75168
WB8743F,101.705498,2.75173
WB8743F,101.705498,2.75183
WB8743F,101.705498,2.75173
WB8743F,101.710999,2.74605
WB8743F,101.710999,2.74632
WB8743F,101.710999,2.74663
WB8743F,101.710999,2.74658
WB8743F,101.708839,2.75475
WB8743F,101.705658,2.7519
WB8743F,101.705658,2.75213
WB8743F,101.705658,2.75198
WB8743F,101.705658,2.7515
WB8743F,101.705658,2.75165
WB8743F,101.705658,2.75175
WB8743F,101.705658,2.75227
WB8743F,101.705658,2.7519
WB8743F,101.705658,2.7519
WB8743F,101.705658,2.75222
WB8743F,101.705658,2.7522
WB8743F,101.705658,2.75243
WB8743F,101.705658,2.75225
WB8743F,101.709,2.74742
WB8743F,101.708656,2.74805
WB8743F,101.711998,2.7474
WB8743F,101.707001,2.75047
WB8743F,101.709343,2.7464
WB8743F,101.709343,2.75517
WB8743F,101.709343,2.7464
WB8743F,101.712341,2.7479
WB8743F,101.712341,2.74853
WB8743F,101.712341,2.74748
WB8743F,101.712341,2.7476
WB8743F,101.712341,2.74823
WB8743F,101.712341,2.74758
WB8743F,101.70916,2.74722
WB8743F,101.70916,2.7556
WB8743F,101.712502,2.74808
WB8743F,101.712502,2.7477
WB8743F,101.712502,2.74875
WB8743F,101.712502,2.74833
WB8743F,101.712502,2.74867
WB8743F,101.710342,2.74532
WB8743F,101.710342,2.7462
WB8743F,101.712158,2.74775
WB8743F,101.712158,2.7478
WB8743F,101.712158,2.74767
WB8743F,101.712158,2.74773
WB8743F,101.712158,2.74748
WB8743F,101.710503,2.74632
WB8743F,101.710503,2.74543
WB8743F,101.708504,2.7477
WB8743F,101.712662,2.74828
WB8743F,101.712662,2.74863
WB8743F,101.712662,2.7483
WB8743F,101.712662,2.74822
WB8743F,101.712662,2.74815
WB8743F,101.712662,2.7486
WB8743F,101.712662,2.74832
WB8743F,101.712662,2.74793
WB8743F,101.712662,2.74868
WB8743F,101.712662,2.7481
WB8743F,101.712662,2.74812
WB8743F,101.712662,2.7487
WB8743F,101.712662,2.74835
WB8743F,101.712662,2.74822
WB8743F,101.712662,2.74772
WB8743F,101.712662,2.74805
WB8743F,101.712662,2.74845
WB8743F,101.712662,2.748
WB8743F,101.710663,2.74562
WB8743F,101.710663,2.75612
WB8743F,101.710663,2.74565
WB8743F,101.705322,2.75188
WB8743F,101.708008,2.74845
WB8743F,101.708008,2.74843
WB8743F,101.708008,2.7541
WB8743F,101.708008,2.74892
WB8743F,101.708008,2.74828
WB8743F,101.706009,2.75202
WB8743F,101.706009,2.7523
WB8743F,101.706009,2.7522
WB8743F,101.706009,2.75222
WB8743F,101.706009,2.75223
WB8743F,101.706009,2.75222
WB8743F,101.706009,2.75218
WB8743F,101.706009,2.75223
WB8743F,101.706009,2.75227
WB8743F,101.706009,2.75227
WB8743F,101.706009,2.75223
WB8743F,101.706009,2.75227
WB8743F,101.706009,2.75242
WB8743F,101.706009,2.75228
WB8743F,101.706009,2.75232
WB8743F,101.706009,2.75227
WB8743F,101.706009,2.75185
WB8743F,101.706009,2.7523
WB8743F,101.706009,2.75228
WB8743F,101.706009,2.7523
WB8743F,101.706009,2.75235
WB8743F,101.706009,2.75223
WB8743F,101.706009,2.75227
WB8743F,101.706009,2.75227
WB8743F,101.706009,2.75207
WB8743F,101.706009,2.75212
WB8743F,101.706009,2.75215
WB8743F,101.706009,2.75213
WB8743F,101.706009,2.75213
WB8743F,101.706009,2.7522
WB8743F,101.706009,2.75212
WB8743F,101.706009,2.75217
WB8743F,101.706009,2.75217
WB8743F,101.706009,2.75215
WB8743F,101.706009,2.75227
WB8743F,101.706009,2.7523
WB8743F,101.706009,2.75227
WB8743F,101.706009,2.75222
WB8743F,101.706009,2.75223
WB8743F,101.706009,2.75223
WB8743F,101.710823,2.7464
WB8743F,101.710167,2.75618
WB8743F,101.710167,2.7562
WB8743F,101.710167,2.75622
WB8743F,101.710167,2.75622
WB8743F,101.710167,2.75625
WB8743F,101.708168,2.74812
WB8743F,101.708168,2.74875
WB8743F,101.708168,2.74803
WB8743F,101.71151,2.74693
WB8743F,101.71151,2.74683
WB8743F,101.711166,2.74665
WB8743F,101.711166,2.74607
WB8743F,101.706169,2.75228
WB8743F,101.706169,2.75232
WB8743F,101.706169,2.75225
WB8743F,101.706169,2.75233
WB8743F,101.706169,2.75232
WB8743F,101.706169,2.75225
WB8743F,101.706169,2.75223
WB8743F,101.706169,2.75225
WB8743F,101.706169,2.75227
WB8743F,101.706169,2.75222
WB8743F,101.706169,2.75223
WB8743F,101.706169,2.75225
WB8743F,101.706169,2.75228
WB8743F,101.706169,2.75233
WB8743F,101.706169,2.75295
WB8743F,101.706169,2.75232
WB8743F,101.706169,2.75235
WB8743F,101.706169,2.75233
WB8743F,101.706169,2.75233
WB8743F,101.706169,2.75233
WB8743F,101.706169,2.75212
WB8743F,101.706169,2.75217
WB8743F,101.706169,2.75212
WB8743F,101.706169,2.7521
WB8743F,101.706169,2.75213
WB8743F,101.706169,2.75217
WB8743F,101.706169,2.75217
WB8743F,101.706169,2.75213
WB8743F,101.706169,2.75213
WB8743F,101.706169,2.75213
WB8743F,101.706169,2.75213
WB8743F,101.706169,2.75213
WB8743F,101.706169,2.75215
WB8743F,101.706169,2.75225
WB8743F,101.706169,2.75227
WB8743F,101.706169,2.75223
WB8743F,101.706169,2.75217
WB8743F,101.706169,2.75217
WB8743F,101.706169,2.75218
WB8743F,101.709511,2.74572
WB8743F,101.709511,2.74605
WB8743F,101.709511,2.74567
WB8743F,101.709511,2.74675
WB8743F,101.709511,2.74595
WB8743F,101.711327,2.74677
WB8743F,101.71167,2.747
WB8743F,101.71167,2.74715
WB8743F,101.706673,2.75035
WB8743F,101.706673,2.75033
WB8743F,101.706673,2.75328
WB8743F,101.706673,2.75043
WB8743F,101.706329,2.75218
WB8743F,101.706329,2.75213
WB8743F,101.706329,2.75235
WB8743F,101.706329,2.75233
WB8743F,101.706329,2.75228
WB8743F,101.706329,2.75228
WB8743F,101.706329,2.75232
WB8743F,101.706329,2.75233
WB8743F,101.706329,2.75235
WB8743F,101.706329,2.75235
WB8743F,101.706329,2.75233
WB8743F,101.706329,2.75233
WB8743F,101.706329,2.75232
WB8743F,101.706329,2.75232
WB8743F,101.706329,2.75237
WB8743F,101.706329,2.75172
WB8743F,101.706329,2.75225
WB8743F,101.706329,2.75227
WB8743F,101.706329,2.75223
WB8743F,101.706329,2.75222
WB8743F,101.706329,2.75222
WB8743F,101.706329,2.75222
WB8743F,101.709671,2.74652
WB8743F,101.709671,2.74657
WB8743F,101.70649,2.75062
WB8743F,101.70649,2.7523
WB8743F,101.70649,2.7523
WB8743F,101.70649,2.75235
WB8743F,101.70649,2.75157
WB8743F,101.70649,2.75122
WB8743F,101.70649,2.7506
WB8743F,101.70649,2.75125
WB8743F,101.70649,2.75227
WB8743F,101.70649,2.75228
WB8743F,101.71283,2.74837
WB8743F,101.71283,2.74848
WB8743F,101.71283,2.74835
WB8743F,101.71283,2.74817
WB8743F,101.71283,2.74842
WB8743F,101.71283,2.7484
WB8743F,101.71283,2.7484
WB8743F,101.71183,2.74733
WB8743F,101.71183,2.74708
WB8743F,101.709831,2.74627
WB654L,101.705833,2.75205
WB654L,101.705833,2.75207
WB654L,101.705833,2.75207
WB654L,101.705833,2.75207
WB654L,101.705833,2.75202
WB654L,101.705833,2.75212
WB654L,101.705833,2.75225
WB654L,101.705833,2.7522
WB654L,101.705833,2.75195
WB654L,101.705833,2.75177
WB654L,101.705833,2.75175
WB654L,101.705833,2.75185
WB654L,101.705833,2.7522
WB654L,101.705833,2.75193
WB654L,101.705833,2.7521
WB654L,101.705833,2.75208
WB654L,101.705833,2.7521
WB654L,101.705833,2.7521
WB654L,101.705833,2.75207
WB654L,101.705833,2.7521
WB654L,101.705833,2.75212
WA9451M,101.705833,2.75198
WA9451M,101.705833,2.75187
WA9451M,101.705833,2.75183
WA9451M,101.705833,2.75183
WA9451M,101.705833,2.75182
WA9451M,101.705833,2.75192
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75213
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75207
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.7521
WA9451M,101.705833,2.75215
WA9451M,101.705833,2.75205
WA9451M,101.705833,2.75205
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75193
WA9451M,101.705833,2.75198
WA9451M,101.705833,2.75198
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.7522
WA9451M,101.705833,2.7523
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75208
WA9451M,101.705833,2.75217
WA9451M,101.705833,2.75198
WA9451M,101.705833,2.75195
WA9451M,101.705833,2.752
WA9451M,101.705833,2.75175
WA9451M,101.705833,2.75168
WA9451M,101.705833,2.75165
WA9451M,101.705833,2.75155
WA9451M,101.705833,2.752
WA9451M,101.705833,2.75198
WA9451M,101.705833,2.75205
WA9451M,101.705833,2.75198
WA9451M,101.705833,2.75213
WA9451M,101.705833,2.75213
WA9451M,101.705833,2.7522
WA9451M,101.705833,2.75218
WA9451M,101.705833,2.75197
WA9451M,101.705833,2.75203
WA9451M,101.705833,2.75195
WA9451M,101.705833,2.75187
WA9451M,101.705833,2.75213
WB2995B,101.705833,2.75197
WB2995B,101.705833,2.75197
WB2995B,101.705833,2.75197
WB2995B,101.705833,2.75205
WB2995B,101.705833,2.75208
WB2995B,101.705833,2.75195
WB2995B,101.705833,2.75185
WB2995B,101.705833,2.75188
WB2995B,101.705833,2.75188
WB2995B,101.705833,2.75193
WB2995B,101.705833,2.7519
WB2995B,101.705833,2.75187
WB2995B,101.705833,2.75218
WB2995B,101.705833,2.7521
WB2995B,101.705833,2.75197
WB2995B,101.705833,2.75185
WB2995B,101.705833,2.752
WB2995B,101.705833,2.75195
WB2995B,101.705833,2.75193
WB2995B,101.705833,2.75167
WB2995B,101.705833,2.75173
WB2995B,101.705833,2.75207
WB2995B,101.705833,2.75202
WB2995B,101.705833,2.75207
WB2995B,101.705833,2.75233
WB2995B,101.705833,2.7519
WB2995B,101.705833,2.75193
WB2995B,101.705833,2.75195
WB2995B,101.705833,2.75202
WB2995B,101.705833,2.75195
WB2995B,101.705833,2.75198
WB2995B,101.705833,2.75185
WB2995B,101.705833,2.75175
WB2995B,101.705833,2.75167
WB2995B,101.705833,2.75163
WB2995B,101.705833,2.75177
WB2995B,101.705833,2.75193
WB2995B,101.705833,2.75198
WB2995B,101.705833,2.752
WB2995B,101.705833,2.75145
WB2995B,101.705833,2.75205
WB2995B,101.705833,2.75208
WB2995B,101.705833,2.7519
WB2995B,101.705833,2.75198
WB2995B,101.705833,2.75212
WB2995B,101.705833,2.75192
WB2995B,101.705833,2.75143
WB2995B,101.705833,2.75185
WB2995B,101.705833,2.75227
WB2995B,101.705833,2.7517
WB2995B,101.705833,2.75218
WB2995B,101.705833,2.7521
WB2995B,101.705833,2.75223
WB2995B,101.705833,2.75222
WB2995B,101.705833,2.75223
WB2995B,101.705833,2.75168
WB2995B,101.705833,2.75163
WB2995B,101.705833,2.75207
WB2995B,101.705833,2.75207
WB2995B,101.705833,2.75213
WB2995B,101.705833,2.75213
WB2995B,101.705833,2.75187
WB2995B,101.705833,2.75182
WB2995B,101.705833,2.75185
WB2995B,101.705833,2.75183
WB2995B,101.705833,2.75178
WB2995B,101.705833,2.75192
WB3150B,101.705833,2.7521
WB3150B,101.705833,2.7521
WB3150B,101.705833,2.75212
WB3150B,101.705833,2.75213
WB3150B,101.705833,2.752
WB3150B,101.705833,2.75205
WB3150B,101.705833,2.75205
WB3150B,101.705833,2.75205
WB3150B,101.705833,2.75203
WB3150B,101.705833,2.75175
WB3150B,101.705833,2.75193
WB3150B,101.705833,2.75202
WB3150B,101.705833,2.75207
WB3150B,101.705833,2.75208
WB3150B,101.705833,2.7521
WB3150B,101.705833,2.75197
WB3150B,101.705833,2.75197
WB3150B,101.705833,2.7522
WB3150B,101.705833,2.75173
WB3150B,101.705833,2.75203
WB3150B,101.705833,2.75192
WB3150B,101.705833,2.75185
WB3150B,101.705833,2.75222
WB3150B,101.705833,2.75222
WB3150B,101.705833,2.75135
WB3150B,101.705833,2.75178
WB3150B,101.705833,2.7521
WB3150B,101.705833,2.75213
WB3150B,101.705833,2.75215
WB3150B,101.705833,2.75208
WB3150B,101.705833,2.75197
WB3150B,101.705833,2.7519
WB3150B,101.705833,2.7519
WB3150B,101.705833,2.75217
WB3150B,101.705833,2.75205
WB3150B,101.705833,2.75202
WB3150B,101.705833,2.75207
WB3150B,101.705833,2.75212
WB3150B,101.705833,2.75212
WB3150B,101.705833,2.75207
WB3150B,101.705833,2.75207
WB3150B,101.705833,2.7521
WB3150B,101.705833,2.75205
WB3150B,101.705833,2.75172
WB3150B,101.705833,2.75175
WB3150B,101.705833,2.75173
WB3150B,101.705833,2.75192
WB3150B,101.705833,2.75208
WB3150B,101.705833,2.75215
WB3150B,101.705833,2.75182
WB3150B,101.705833,2.752
WB3150B,101.705833,2.75177
WB3150B,101.705833,2.75205
WB3150B,101.705833,2.75212
WB3150B,101.705833,2.75172
WB3150B,101.705833,2.75192
WB3150B,101.705833,2.75202
WB3150B,101.705833,2.75207
WB3150B,101.705833,2.75205
WB3150B,101.705833,2.75212
WB3150B,101.705833,2.75187
WB3150B,101.705833,2.7519
WB3150B,101.705833,2.75202
WB3150B,101.705833,2.75202
WB3150B,101.705833,2.75203
WB3150B,101.705833,2.75205
WB3150B,101.705833,2.75198
WB3642M,101.705833,2.75203
WB3642M,101.705833,2.75198
WB3642M,101.705833,2.75215
WB3642M,101.705833,2.7521
WB3642M,101.705833,2.75213
WB3642M,101.705833,2.75217
WB3642M,101.705833,2.75203
WB3642M,101.705833,2.75222
WB3642M,101.705833,2.75215
WB3642M,101.705833,2.75228
WB3642M,101.705833,2.75222
WB3642M,101.705833,2.75195
WB3642M,101.705833,2.75208
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75235
WB3642M,101.705833,2.7525
WB3642M,101.705833,2.75227
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75215
WB3642M,101.705833,2.75237
WB3642M,101.705833,2.75208
WB3642M,101.705833,2.7522
WB3642M,101.705833,2.75218
WB3642M,101.705833,2.75232
WB3642M,101.705833,2.75178
WB3642M,101.705833,2.75197
WB3642M,101.705833,2.75192
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.752
WB3642M,101.705833,2.75192
WB3642M,101.705833,2.75202
WB3642M,101.705833,2.75203
WB3642M,101.705833,2.75208
WB3642M,101.705833,2.752
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.7521
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75202
WB3642M,101.705833,2.75212
WB3642M,101.705833,2.75215
WB3642M,101.705833,2.75232
WB3642M,101.705833,2.75227
