vehicle_reg_No,longitude,latitude
WB3150B,101.70916,2.7472
WB3150B,101.706673,2.75093
WB3150B,101.70916,2.74717
WB3150B,101.70916,2.7468
WB3150B,101.707832,2.74897
WB3150B,101.712502,2.74872
WB3150B,101.712662,2.74877
WB3150B,101.71283,2.74845
WB3150B,101.71283,2.74868
WB3150B,101.712662,2.74847
WB3150B,101.706169,2.75227
WB3150B,101.705833,2.7521
WB3150B,101.705833,2.75197
WB3150B,101.710999,2.74615
WB3150B,101.712502,2.74875
WB3150B,101.712502,2.74872
WB3150B,101.71283,2.7487
WB3150B,101.706169,2.75203
WB3150B,101.712662,2.74813
WB3150B,101.712662,2.74788
WB3150B,101.712662,2.7482
WB3150B,101.71167,2.7471
WB3150B,101.706329,2.75185
WB3150B,101.709831,2.7463
WB3150B,101.705498,2.75177
WB3150B,101.710999,2.74613
WB3150B,101.712502,2.74835
WB3150B,101.706169,2.7521
WB3150B,101.706169,2.75207
WB3150B,101.709511,2.74565
WB3150B,101.709,2.7474
WB3150B,101.707161,2.74965
WB3150B,101.707832,2.74857
WB3150B,101.705498,2.75172
WB3150B,101.712662,2.74818
WB3150B,101.705498,2.75187
WB3150B,101.705658,2.75165
WB3150B,101.705658,2.75153
WB3150B,101.712502,2.74798
WB3150B,101.712341,2.74855
WB3150B,101.712502,2.74815
WB3150B,101.712502,2.74853
WB3150B,101.712502,2.74855
WB3150B,101.705322,2.75173
WB3150B,101.706169,2.75207
WB3150B,101.705498,2.75177
WB3150B,101.710999,2.74605
WB3150B,101.710999,2.74612
WB3150B,101.712502,2.74868
WB3150B,101.712502,2.74767
WB3150B,101.712662,2.7482
WB3150B,101.705322,2.75173
WB3150B,101.706169,2.7521
WB3642M,101.705833,2.75228
WB3642M,101.705833,2.75213
WB3642M,101.705833,2.75218
WB3642M,101.705833,2.75233
WB3642M,101.705833,2.75233
WB3642M,101.705833,2.75212
WB3642M,101.705833,2.75215
WB3642M,101.705833,2.75207
WB3642M,101.705833,2.75218
WB3642M,101.705833,2.75215
WB3642M,101.705833,2.75213
WB3642M,101.705833,2.75193
WB3642M,101.705833,2.75205
WB3642M,101.705833,2.7521
WB3642M,101.705833,2.75212
WB3642M,101.705833,2.7523
WB3642M,101.705833,2.75233
WB3642M,101.705833,2.75225
WB3642M,101.705833,2.75237
WB3642M,101.705833,2.75235
WB3642M,101.705833,2.75223
WB3642M,101.705833,2.75222
WB3642M,101.705658,2.75267
WB3642M,101.705658,2.75222
WB3642M,101.705658,2.75218
WB3642M,101.705658,2.75235
WB3642M,101.705658,2.75218
WB3642M,101.705658,2.75212
WB3642M,101.705658,2.75215
WB3642M,101.705658,2.75205
WB3642M,101.705658,2.75213
WB3642M,101.705658,2.7522
WB3642M,101.705658,2.75213
WB3642M,101.705658,2.75225
WB3642M,101.705658,2.75212
WB3642M,101.705658,2.75227
WB3642M,101.712341,2.74772
WB3642M,101.712502,2.7481
WB3642M,101.712662,2.74827
WB3642M,101.706009,2.75228
WB3642M,101.706009,2.75225
WB3642M,101.706009,2.75223
WB3642M,101.706009,2.75223
WB3642M,101.706009,2.7522
WB3642M,101.706009,2.75217
WB3642M,101.706009,2.75217
WB3642M,101.706009,2.7522
WB3642M,101.706009,2.75225
WB3642M,101.706009,2.75215
WB3642M,101.706009,2.75218
WB3642M,101.706009,2.75225
WB3642M,101.706009,2.75232
WB3642M,101.706009,2.75222
WB3642M,101.706009,2.75227
WB3642M,101.706009,2.75222
WB3642M,101.706169,2.75228
WB3642M,101.706169,2.75227
WB3642M,101.706169,2.75227
WB3642M,101.706169,2.75217
WB3642M,101.706169,2.75222
WB3642M,101.71167,2.74798
WB3642M,101.705833,2.75227
WB3642M,101.705833,2.7523
WB3642M,101.705833,2.75223
WB3642M,101.705833,2.75173
WB3642M,101.705833,2.7517
WB3642M,101.705833,2.75178
WB3642M,101.705833,2.75222
WB3642M,101.705833,2.75222
WB3642M,101.705833,2.75232
WB3642M,101.705833,2.7521
WB3642M,101.705833,2.75197
WB3642M,101.705833,2.75243
WB3642M,101.705833,2.75208
WB3642M,101.713333,2.74882
WB3642M,101.705498,2.75238
WB3642M,101.705498,2.75207
WB3642M,101.705658,2.75192
WB3642M,101.705658,2.75225
WB3642M,101.705658,2.75213
WB3642M,101.705658,2.75217
WB3642M,101.705658,2.75213
WB3642M,101.705658,2.75212
WB3642M,101.705658,2.75223
WB3642M,101.712997,2.74812
WB3642M,101.712341,2.74768
WB3642M,101.712502,2.74858
WB3642M,101.706009,2.75168
WB3642M,101.706009,2.7522
WB3642M,101.706009,2.75213
WB3642M,101.706009,2.75217
WB3642M,101.706009,2.7522
WB3642M,101.706009,2.75225
WB3642M,101.706009,2.75228
WB3642M,101.706009,2.75222
WB3642M,101.706009,2.75212
WB3642M,101.706009,2.7523
WB3642M,101.706009,2.75225
WB3642M,101.706009,2.7522
WB3642M,101.706009,2.7522
WB3642M,101.706009,2.7522
WB3642M,101.706009,2.7522
WB3642M,101.706009,2.75235
WB3642M,101.706009,2.75245
WB3642M,101.706009,2.75205
WB3642M,101.706009,2.75202
WB3642M,101.706009,2.75193
WB3642M,101.706009,2.75185
WB3642M,101.706009,2.75193
WB3642M,101.706169,2.75215
WB3642M,101.706169,2.75205
WB3642M,101.706169,2.75227
WB3642M,101.706169,2.75205
WB3642M,101.71283,2.74867
WB3642M,101.71283,2.74858
WB3642M,101.713173,2.74857
WB3642M,101.713173,2.74853
WB3642M,101.708168,2.74813
WB3642M,101.706169,2.75112
WB3642M,101.70649,2.75117
WB3642M,101.709343,2.74705
WB3642M,101.70916,2.74665
WB3642M,101.711166,2.747
WB3642M,101.709671,2.7465
WB3642M,101.709671,2.74642
WB3642M,101.709671,2.746
WB3642M,101.705658,2.7515
WB3642M,101.707001,2.75002
WB3642M,101.710503,2.7454
WB3642M,101.708504,2.7476
WB3642M,101.71183,2.74688
WB3642M,101.705833,2.7523
WB3642M,101.705833,2.75198
WB3642M,101.705833,2.7519
WB3642M,101.705833,2.75203
WB3642M,101.705833,2.75212
WB3642M,101.705833,2.75243
WB3642M,101.705498,2.75238
WB3642M,101.705658,2.75238
WB3642M,101.705658,2.75192
WB3642M,101.705658,2.75198
WB3642M,101.705658,2.75217
WB3642M,101.705658,2.75235
WB3642M,101.711998,2.74802
WB3642M,101.712502,2.7484
WB3642M,101.712662,2.74875
WB3642M,101.706009,2.75227
WB3642M,101.706009,2.75212
WB3642M,101.71167,2.7481
WB3642M,101.71283,2.74852
WB3642M,101.71283,2.74845
WB3642M,101.705833,2.75188
WB3642M,101.713333,2.74865
WB3642M,101.705498,2.75202
WB3642M,101.705498,2.75227
WB3642M,101.705498,2.75207
WB3642M,101.705658,2.75212
WB3642M,101.705658,2.75168
WB3642M,101.705658,2.75162
WB3642M,101.712997,2.74845
WB3642M,101.712341,2.74805
WB3642M,101.712502,2.74853
WB3642M,101.712662,2.74825
WB3642M,101.712662,2.748
WB3642M,101.706009,2.75225
WB3642M,101.706009,2.75222
WB3642M,101.706169,2.75177
WB3642M,101.706169,2.75217
WB3642M,101.706169,2.75223
WB3642M,101.706673,2.7522
WB3642M,101.706329,2.752
WB3642M,101.70649,2.75237
WB3642M,101.71283,2.74812
WB3642M,101.705833,2.75218
WB3642M,101.705833,2.75208
WB3642M,101.705833,2.752
WB3642M,101.705498,2.75183
WB3642M,101.705658,2.75225
WB3642M,101.705658,2.75207
WB3642M,101.705658,2.75193
WB3642M,101.705658,2.75228
WB3642M,101.705658,2.7523
WB3642M,101.705658,2.75237
WB3642M,101.705658,2.75222
WB3642M,101.712502,2.7486
WB3642M,101.712502,2.74863
WB3642M,101.712158,2.7483
WB3642M,101.706009,2.75232
WB3642M,101.706009,2.75208
WB3642M,101.706169,2.75233
WB3642M,101.706169,2.75213
WB3642M,101.705498,2.75218
WB3642M,101.705658,2.75198
WB3642M,101.712502,2.74818
WB3642M,101.706009,2.75218
WB3642M,101.706009,2.75212
WB3642M,101.710342,2.74525
WB3642M,101.71151,2.74688
WB3642M,101.71151,2.74685
WB3642M,101.709511,2.74608
WB3642M,101.709511,2.74607
WB3642M,101.712502,2.74795
WB3642M,101.712158,2.74735
WB3642M,101.710823,2.74577
WB3642M,101.71151,2.74692
WB3642M,101.711166,2.7466
WB3642M,101.71167,2.74717
WB3642M,101.706329,2.7518
WB3642M,101.706329,2.75193
WB3642M,101.709831,2.74523
WB3642M,101.71283,2.74823
WB3642M,101.705498,2.75192
WB3642M,101.706169,2.75217
WB3642M,101.712341,2.74813
WB3642M,101.710663,2.74563
WB3642M,101.709831,2.7463
WB3642M,101.705833,2.75202
WB3642M,101.712341,2.74752
WB3642M,101.712502,2.74833
WB3642M,101.710342,2.74632
WB3642M,101.712662,2.74812
WB3642M,101.709991,2.7462
WB3642M,101.710663,2.7457
WB3642M,101.710663,2.74642
WB3642M,101.710663,2.74562
WB3642M,101.710663,2.74572
WB3642M,101.711166,2.74662
WB3642M,101.711166,2.74682
WB3642M,101.711998,2.74725
WB3642M,101.708008,2.74845
WB3642M,101.706673,2.75037
WB3642M,101.70649,2.7512
WB3642M,101.70649,2.7512
WB3642M,101.709,2.74688
WB3642M,101.712502,2.74755
WB3642M,101.709671,2.74572
WB3642M,101.705658,2.75255
WB3642M,101.712502,2.74868
WB3642M,101.712662,2.74863
WB3642M,101.706009,2.75227
WB3642M,101.705177,2.75265
WB3642M,101.710503,2.74555
WB3642M,101.713173,2.74867
WB3642M,101.707672,2.74883
WB3642M,101.705498,2.75173
WB3642M,101.710999,2.74652
WB3642M,101.712662,2.74795
WB3642M,101.712662,2.74815
WB3642M,101.710823,2.74643
WB3642M,101.710999,2.74595
WB3642M,101.706009,2.75327
WB3642M,101.70916,2.74655
WB3642M,101.70649,2.75058
WB3642M,101.708839,2.74775
WB3642M,101.709511,2.74623
WB3642M,101.705833,2.75137
WB3642M,101.711998,2.74728
WB3642M,101.709511,2.74607
WB3642M,101.706329,2.75137
WB3642M,101.705833,2.75137
WB3642M,101.706009,2.75123
WB3642M,101.711166,2.74678
WB3642M,101.709511,2.74572
WB3642M,101.709671,2.7465
WB3642M,101.712662,2.74818
WB3642M,101.710999,2.74663
WB3642M,101.705658,2.75143
WB3642M,101.712341,2.74763
WB3642M,101.712502,2.74785
WB3642M,101.712502,2.74737
WB3642M,101.708504,2.7484
WB3642M,101.707672,2.7491
WB3642M,101.709343,2.74685
WB3642M,101.709343,2.74635
WB3642M,101.711327,2.74692
WB3642M,101.705658,2.75213
WB3642M,101.712997,2.74875
WB3642M,101.705322,2.75185
WB3642M,101.705833,2.75208
WB3642M,101.705498,2.75203
WB3642M,101.705658,2.7523
WB3642M,101.712502,2.74872
WB3642M,101.712502,2.7487
WB3642M,101.706169,2.75208
WB3642M,101.706169,2.75195
WB3642M,101.712341,2.7485
WB3642M,101.712502,2.74757
WB3642M,101.712502,2.74747
WB3642M,101.706169,2.75215
WB3642M,101.705177,2.75267
WB3642M,101.705498,2.75183
WB3642M,101.710999,2.74608
WB3642M,101.712502,2.7485
WB3642M,101.710823,2.74625
WB3642M,101.70916,2.74732
WB3642M,101.708168,2.74875
WB3642M,101.708168,2.74818
WB3642M,101.708656,2.7478
WB3642M,101.711166,2.7467
WB3642M,101.705498,2.75197
WB3642M,101.705498,2.75173
WB3642M,101.705658,2.75175
WB3642M,101.705498,2.75173
WB3642M,101.712502,2.74873
WB8554D,101.705833,2.75183
WB8554D,101.705833,2.75185
WB8554D,101.705833,2.7522
WB8554D,101.705833,2.75215
WB8554D,101.705833,2.75207
WB8554D,101.705833,2.75208
WB8554D,101.705833,2.75192
WB8554D,101.705833,2.75195
WB8554D,101.705833,2.75197
WB8554D,101.705833,2.75202
WB8554D,101.705833,2.75205
WB8554D,101.705833,2.75212
WB8554D,101.705833,2.75223
WB8554D,101.705833,2.75213
WB8554D,101.705833,2.75208
WB8554D,101.705833,2.75213
WB8554D,101.705833,2.75217
WB8554D,101.705833,2.75212
WB8554D,101.705833,2.7521
WB8554D,101.705833,2.75207
WB8554D,101.705833,2.75213
WB8554D,101.705833,2.75215
WB8554D,101.705833,2.7522
WB8554D,101.705833,2.75218
WB8554D,101.705833,2.75223
WB8554D,101.705833,2.75223
WB8554D,101.705833,2.75222
WB8554D,101.705833,2.75155
WB8554D,101.705833,2.75178
WB8554D,101.705833,2.75177
WB8554D,101.705833,2.75173
WB8554D,101.705833,2.75177
WB8554D,101.705833,2.75182
WB8554D,101.705833,2.7519
WB8554D,101.705833,2.75185
WB8554D,101.705833,2.75192
WB8554D,101.705833,2.7519
WB8554D,101.705833,2.75192
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.7519
WB8554D,101.705833,2.75192
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.75195
WB8554D,101.705833,2.75203
WB8554D,101.705833,2.75232
WB8554D,101.705498,2.7517
WB8554D,101.705498,2.75185
WB8554D,101.705498,2.7519
WB8554D,101.705658,2.75187
WB8554D,101.705658,2.75187
WB8554D,101.705658,2.75192
WB8554D,101.705658,2.75197
WB8554D,101.705658,2.75192
WB8554D,101.705658,2.7521
WB8554D,101.705658,2.7521
WB8554D,101.705658,2.75215
WB8554D,101.705658,2.75212
WB8554D,101.705658,2.75183
WB8554D,101.705658,2.75225
WB8554D,101.705658,2.75208
WB8554D,101.705658,2.75167
WB8554D,101.705658,2.75158
WB8554D,101.705658,2.75172
WB8554D,101.705658,2.75177
WB8554D,101.712502,2.74823
WB8554D,101.712502,2.74872
WB8554D,101.712662,2.74848
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75198
WB8554D,101.706009,2.75212
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75205
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.7522
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.7522
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.7522
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75193
WB8554D,101.706009,2.75197
WB8554D,101.706009,2.75192
WB8554D,101.706009,2.7519
WB8554D,101.706009,2.75192
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75208
WB8554D,101.706009,2.75208
WB8554D,101.706009,2.75207
WB8554D,101.706009,2.75207
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75228
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75208
WB8554D,101.706169,2.75213
WB8554D,101.706169,2.75212
WB8554D,101.706169,2.75212
WB8554D,101.706169,2.7521
WB8554D,101.706169,2.75225
WB8554D,101.706169,2.75223
WB8554D,101.706169,2.75225
WB8554D,101.706329,2.75208
WB8554D,101.71283,2.74845
WB8554D,101.71283,2.74845
WB8554D,101.705833,2.75215
WB8554D,101.705833,2.75212
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.7519
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.7519
WB8554D,101.705833,2.752
WB8554D,101.706009,2.7522
WB8554D,101.710167,2.75618
WB8554D,101.705833,2.7522
WB8554D,101.705833,2.75212
WB8554D,101.705833,2.7521
WB8554D,101.705833,2.75197
WB8554D,101.705833,2.75202
WB8554D,101.705833,2.75208
WB8554D,101.705833,2.75212
WB8554D,101.705833,2.75207
WB8554D,101.705833,2.75225
WB8554D,101.705833,2.75222
WB8554D,101.705833,2.75227
WB8554D,101.705833,2.75217
WB8554D,101.705833,2.75218
WB8554D,101.705833,2.75218
WB8554D,101.705833,2.75197
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.7519
WB8554D,101.705833,2.75188
WB8554D,101.705833,2.75187
WB8554D,101.705833,2.75183
WB8554D,101.705833,2.75183
WB8554D,101.705833,2.75185
WB8554D,101.705833,2.75183
WB8554D,101.705833,2.75182
WB8554D,101.705833,2.75185
WB8554D,101.705833,2.75195
WB8554D,101.705833,2.75187
WB8554D,101.705833,2.75183
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.75195
WB8554D,101.705833,2.7518
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.75197
WB8554D,101.705833,2.75183
WB8554D,101.705833,2.7519
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.75183
WB8554D,101.705833,2.75185
WB8554D,101.705833,2.75188
WB8554D,101.705833,2.75185
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.75198
WB8554D,101.705833,2.75213
WB8554D,101.705658,2.75245
WB8554D,101.705658,2.7521
WB8554D,101.705658,2.75195
WB8554D,101.705658,2.75198
WB8554D,101.705658,2.75202
WB8554D,101.705658,2.75198
WB8554D,101.705658,2.75195
WB8554D,101.705658,2.7519
WB8554D,101.705658,2.75192
WB8554D,101.705658,2.75195
WB8554D,101.705658,2.75187
WB8554D,101.705658,2.75188
WB8554D,101.705658,2.75195
WB8554D,101.705658,2.75197
WB8554D,101.705658,2.7519
WB8554D,101.705658,2.75192
WB8554D,101.712502,2.74823
WB8554D,101.712502,2.74818
WB8554D,101.712502,2.74867
WB8554D,101.712502,2.74795
WB8554D,101.712662,2.7486
WB8554D,101.712662,2.74843
WB8554D,101.712662,2.7485
WB8554D,101.712662,2.74853
WB8554D,101.712662,2.74832
WB8554D,101.706009,2.75227
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75212
WB8554D,101.706009,2.75203
WB8554D,101.706009,2.75188
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.7522
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75227
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.7522
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75195
WB8554D,101.706009,2.75182
WB8554D,101.706009,2.75208
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75232
WB8554D,101.706009,2.75178
WB8554D,101.706009,2.75208
WB8554D,101.706009,2.75227
WB8554D,101.706009,2.75203
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75197
WB8554D,101.706009,2.75193
WB8554D,101.706009,2.75202
WB8554D,101.706009,2.75197
WB8554D,101.706009,2.75203
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75208
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75208
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75212
WB8554D,101.706009,2.75215
WB8554D,101.706169,2.7522
WB8554D,101.706169,2.75218
WB8554D,101.706169,2.7522
WB8554D,101.706169,2.7521
WB8554D,101.706169,2.7521
WB8554D,101.706169,2.75165
WB8554D,101.706169,2.7522
WB8554D,101.706169,2.7522
WB8554D,101.706169,2.75217
WB8554D,101.706169,2.75227
WB8554D,101.706169,2.75227
WB8554D,101.706169,2.75227
WB8554D,101.706169,2.75227
WB8554D,101.706169,2.7521
WB8554D,101.706169,2.75215
WB8554D,101.706169,2.75213
WB8554D,101.706169,2.75212
WB8554D,101.706169,2.7521
WB8554D,101.706169,2.75217
WB8554D,101.706169,2.75217
WB8554D,101.706329,2.75217
WB8554D,101.706329,2.75212
WB8554D,101.706329,2.75217
WB8554D,101.706329,2.75215
WB8554D,101.71283,2.74822
WB8554D,101.71283,2.74822
WB8554D,101.71283,2.74847
WB8554D,101.71283,2.74832
WB8554D,101.71283,2.74855
WB8554D,101.71283,2.74848
WB8554D,101.71283,2.74848
WB8554D,101.71283,2.74858
WB8554D,101.71283,2.74825
WB8554D,101.71283,2.7485
WB8554D,101.71283,2.74837
WB8554D,101.71283,2.74857
WB8554D,101.71283,2.74857
WB8554D,101.71283,2.74855
WB8554D,101.71283,2.74855
WB8554D,101.71283,2.74857
WB8554D,101.71283,2.74853
WB8554D,101.71283,2.74855
WB8554D,101.71283,2.74858
WB8554D,101.71283,2.74835
WB8554D,101.71283,2.74845
WB8554D,101.71283,2.74853
WB8554D,101.71283,2.74853
WB8554D,101.71283,2.74853
WB8554D,101.705833,2.75195
WB8554D,101.705833,2.752
WB8554D,101.705833,2.752
WB8554D,101.705833,2.75203
WB8554D,101.705833,2.75205
WB8554D,101.705833,2.7522
WB8554D,101.705833,2.7522
WB8554D,101.705833,2.75228
WB8554D,101.705833,2.75222
WB8554D,101.705833,2.7522
WB8554D,101.705833,2.7522
WB8554D,101.705833,2.7522
WB8554D,101.705833,2.75217
WB8554D,101.705833,2.75217
WB8554D,101.705833,2.75232
WB8554D,101.705833,2.75228
WB8554D,101.705833,2.75222
WB8554D,101.705833,2.75205
WB8554D,101.705833,2.75205
WB8554D,101.705833,2.75207
WB8554D,101.705833,2.75205
WB8554D,101.705833,2.75203
WB8554D,101.705833,2.75213
WB8554D,101.705833,2.75233
WB8554D,101.705833,2.75225
WB8554D,101.705833,2.75197
WB8554D,101.705833,2.75197
WB8554D,101.705833,2.75195
WB8554D,101.705833,2.75192
WB8554D,101.705833,2.75202
WB8554D,101.705833,2.75205
WB8554D,101.705833,2.7521
WB8554D,101.705833,2.75212
WB8554D,101.705833,2.75218
WB8554D,101.705833,2.75225
WB8554D,101.705833,2.75227
WB8554D,101.705833,2.75227
WB8554D,101.705833,2.75187
WB8554D,101.705833,2.75193
WB8554D,101.705833,2.75237
WB8554D,101.705498,2.75238
WB8554D,101.705498,2.75255
WB8554D,101.705498,2.75207
WB8554D,101.705658,2.75213
WB8554D,101.705658,2.75215
WB8554D,101.705658,2.7521
WB8554D,101.705658,2.75225
WB8554D,101.705658,2.75202
WB8554D,101.705658,2.75225
WB8554D,101.705658,2.75218
WB8554D,101.705658,2.75208
WB8554D,101.705658,2.75217
WB8554D,101.705658,2.7522
WB8554D,101.705658,2.75205
WB8554D,101.705658,2.75202
WB8554D,101.705658,2.7519
WB8554D,101.712341,2.74837
WB8554D,101.712341,2.74803
WB8554D,101.712341,2.74793
WB8554D,101.712502,2.74848
WB8554D,101.712502,2.74845
WB8554D,101.712662,2.74838
WB8554D,101.712662,2.74838
WB8554D,101.712662,2.7486
WB8554D,101.712662,2.74872
WB8554D,101.706009,2.75188
WB8554D,101.706009,2.75187
WB8554D,101.706009,2.75177
WB8554D,101.706009,2.75197
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.7522
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75203
WB8554D,101.706009,2.75198
WB8554D,101.706009,2.75207
WB8554D,101.706009,2.75203
WB8554D,101.706009,2.75212
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75213
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75228
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75228
WB8554D,101.706009,2.7523
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75232
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.7522
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75225
WB8554D,101.706009,2.75222
WB8554D,101.706009,2.75223
WB8554D,101.706009,2.75188
WB8554D,101.706009,2.75173
WB8554D,101.706009,2.75183
WB8554D,101.706009,2.75228
WB8554D,101.706009,2.75233
WB8554D,101.706009,2.75232
WB8554D,101.711166,2.74613
WB8554D,101.706169,2.75213
WB8554D,101.706169,2.75208
WB8554D,101.706169,2.75215
WB8554D,101.706169,2.75215
WB8554D,101.706169,2.75217
WB8554D,101.706169,2.75217
WB8554D,101.71283,2.74853
WB8554D,101.71283,2.74843
WB8554D,101.709343,2.74648
WB8554D,101.70916,2.74722
WB8554D,101.709,2.74685
WB8554D,101.708504,2.74762
WB8554D,101.708504,2.74752
WB8554D,101.70649,2.75125
WB8554D,101.710999,2.74657
WB8554D,101.706169,2.75113
WB8554D,101.709831,2.75538
WB8554D,101.706841,2.75073
WB8554D,101.708656,2.74747
WB8554D,101.709343,2.74623
WB8554D,101.709671,2.74647
WB8554D,101.709991,2.7452
WB8554D,101.706009,2.75122
WB8554D,101.708328,2.74857
WB8554D,101.705833,2.75203
WB8554D,101.705833,2.75187
WB8554D,101.705833,2.75208
WB8554D,101.705658,2.75195
WB8554D,101.706009,2.7521
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.7522
WB8554D,101.706009,2.75218
WB8554D,101.706009,2.75223
WB8554D,101.705833,2.75205
WB8554D,101.705833,2.75208
WB8554D,101.705833,2.75237
WB8554D,101.705498,2.75175
WB8554D,101.705498,2.75173
WB8554D,101.705658,2.75188
WB8554D,101.705658,2.75248
WB8554D,101.712502,2.74863
WB8554D,101.712502,2.74873
WB8554D,101.712662,2.74867
WB8554D,101.706009,2.75212
WB8554D,101.706009,2.7518
WB8554D,101.706009,2.75202
WB8554D,101.706009,2.75158
WB8554D,101.706009,2.75173
WB8554D,101.706329,2.7522
WB8554D,101.71283,2.74842
WB8554D,101.71283,2.74855
WB8554D,101.705833,2.75212
WB8554D,101.705833,2.75215
WB8554D,101.705833,2.75223
WB8554D,101.705833,2.75222
WB8554D,101.705833,2.75198
WB8554D,101.705498,2.75242
WB8554D,101.705658,2.75197
WB8554D,101.705658,2.75208
WB8554D,101.712341,2.74808
WB8554D,101.712341,2.7481
WB8554D,101.712662,2.7486
WB8554D,101.706009,2.75193
WB8554D,101.706009,2.75208
WB8554D,101.706009,2.75208
WB8554D,101.706009,2.75228
WB8554D,101.706009,2.752
WB8554D,101.706009,2.75217
WB8554D,101.706169,2.7523
WB8554D,101.71283,2.7484
WB8554D,101.705498,2.75182
WB8554D,101.705498,2.7517
WB8554D,101.705498,2.75185
WB8554D,101.712662,2.7486
WB8554D,101.711166,2.74617
WB8554D,101.710999,2.74612
WB8554D,101.712502,2.7487
WB8554D,101.712662,2.74868
WB8554D,101.706009,2.75215
WB8554D,101.706009,2.75217
WB8554D,101.706009,2.75215
WB8554D,101.706169,2.75227
WB8554D,101.705833,2.7521
WB8554D,101.705833,2.75205
WB8554D,101.705498,2.7519
WB8554D,101.710999,2.7462
WB8554D,101.705658,2.7522
WB8554D,101.706009,2.75198
